"Date","Close","1DayPercentMove","2DayPercentMove","3DayPercentMove","4DayPercentMove","5DayPercentMove","6DayPercentMove","7DayPercentMove","8DayPercentMove","9DayPercentMove","10DayPercentMove","11DayPercentMove","12DayPercentMove","13DayPercentMove","14DayPercentMove","15DayPercentMove","16DayPercentMove","17DayPercentMove","18DayPercentMove","19DayPercentMove","20DayPercentMove","50DayPercentMove","100DayPercentMove","200DayPercentMove","10DayAutoCor","20DayAutoCor","50DayAutoCor","100DayAutoCor","1DayATR","2DayATR","5DayATR","10DayATR","20DayATR","50DayATR","100DayATR","1DayMAD","2DayMAD","3DayMAD","5DayMAD","10DayMAD","20DayMAD","50DayMAD","100DayMAD","200DayMAD","20DayMA","50DayMA","100DayMA","20DayDMA","50DayDMA","100DayDMA"
2011-06-23,1277,-0.2149,-0.854,0.2552,-0.2928,0.6304,0.9087,-1.008,0.4326,0.6106,-0.8155,0,-0.6032,-0.6226,-1.485,-2.705,-2.668,-4.985,-4.021,-3.985,-3.732,-2.445,-1.769,13.94,0.5077,0.1361,0.8753,0.5671,19,36.625,36,55,81.375,106.875,159.5,0.382,0.734,1.546,1.922,2.412,2.644,6.436,11.258,14.458,1291.2,1316.61,1314.635,-1.0998,-3.0085,-2.8628
2011-06-22,1279.75,-0.6405,0.471,-0.07808,0.8471,1.126,-0.7946,0.6488,0.8273,-0.6019,0.2154,-0.3892,-0.4086,-1.273,-2.495,-2.458,-4.78,-3.814,-3.778,-3.524,-2.792,-2.16,-1.766,14.14,0.502,0.1054,0.9112,0.5237,17.625,24.125,35.125,54.625,81.375,106.875,159.5,0.402,0.714,1.16,1.906,2.198,2.366,6.584,10.862,14.908,1293.675,1317.25,1314.865,-1.0764,-2.8468,-2.6706
2011-06-21,1288,1.119,0.5661,1.497,1.778,-0.155,1.298,1.477,0.03883,0.8614,0.253,0.2335,-0.6365,-1.867,-1.829,-4.167,-3.194,-3.158,-2.902,-2.165,-1.941,-2.424,0.4288,16.06,0.576,-0.4571,0.9396,0.4783,20,30.5,32.75,51.5,77.125,106.875,157.25,0.554,0.952,1.904,1.616,2.026,2.314,6.546,10.266,14.762,1295.5125,1317.815,1315.095,-0.5799,-2.2625,-2.0603
2011-06-20,1273.75,-0.5466,0.3743,0.6519,-1.26,0.177,0.3545,-1.068,-0.2545,-0.8562,-0.8755,-1.736,-2.952,-2.915,-5.227,-4.265,-4.229,-3.977,-3.247,-3.026,-3.155,-3.777,0.177,15.53,0.7591,-0.2154,0.9035,0.4666,18.625,28.625,33.375,51.875,77.125,106.875,163,0.528,1.16,1.652,1.72,1.706,2.696,6.352,10.484,14.914,1296.7875,1318.455,1315.04,-1.7765,-3.3907,-3.1398
2011-06-17,1280.75,0.9259,1.205,-0.717,0.7275,0.9061,-0.5243,0.2937,-0.3113,-0.3307,-1.196,-2.419,-2.382,-4.706,-3.739,-3.703,-3.449,-2.716,-2.493,-2.623,-3.54,-3.594,-1.158,16.51,0.8169,-0.0786,0.8813,0.4836,17.375,27.875,33.25,47.125,73.625,106,164.25,0.598,1.192,1.272,1.63,1.48,2.524,6.668,10.298,14.574,1298.8625,1319.455,1315.0175,-1.3945,-2.9334,-2.6059
2011-06-16,1269,0.2766,-1.628,-0.1966,-0.0197,-1.437,-0.6265,-1.226,-1.245,-2.102,-3.314,-3.277,-5.58,-4.622,-4.586,-4.335,-3.608,-3.388,-3.516,-4.425,-5.422,-4.515,-1.894,16.29,0.6914,-0.3386,0.85,0.4373,22.125,29.25,36.375,50.5,73.625,106,168.75,0.692,1.622,1.97,1.654,1.686,2.94,6.54,10.332,14.608,1301.2125,1320.41,1315.1675,-2.4756,-3.8935,-3.5104
2011-06-15,1265.5,-1.899,-0.4719,-0.2954,-1.709,-0.9006,-1.498,-1.517,-2.372,-3.581,-3.544,-5.841,-4.885,-4.85,-4.599,-3.874,-3.654,-3.783,-4.688,-5.683,-5.454,-4.634,-1.709,14.58,0.2924,-0.6709,0.8281,0.5324,24.875,27.5,37.125,51,75.75,104.375,168.5,0.65,1.444,1.55,1.78,1.64,2.79,5.944,10.636,14.346,1304.85,1321.61,1315.4125,-3.0157,-4.2456,-3.7944
2011-06-14,1290,1.455,1.635,0.1942,1.018,0.4086,0.3891,-0.4822,-1.714,-1.677,-4.018,-3.044,-3.008,-2.752,-2.013,-1.789,-1.92,-2.843,-3.857,-3.624,-2.66,-2.953,0.1164,16.9,-0.636,-0.7716,0.8735,0.5216,17.125,27.25,47.125,63.125,81.125,102.5,168.5,0.692,1.648,1.114,1.51,1.482,2.362,6.316,10.176,13.996,1308.5,1322.84,1315.6325,-1.4138,-2.4825,-1.9483
2011-06-13,1271.5,0.1773,-1.243,-0.4307,-1.031,-1.051,-1.909,-3.124,-3.087,-5.394,-4.434,-4.398,-4.146,-3.418,-3.198,-3.326,-4.236,-5.236,-5.006,-4.056,-4.056,-4.236,-0.6447,16.71,-0.1902,-0.7638,0.8165,0.4013,17,21.25,47.5,63,83,102.5,168.5,0.726,1.352,1.726,1.534,1.33,2.872,6.402,9.41,13.956,1310.2625,1323.625,1315.6175,-2.9584,-3.938,-3.3534
2011-06-10,1269.25,-1.418,-0.6069,-1.206,-1.226,-2.083,-3.295,-3.258,-5.562,-4.604,-4.568,-4.316,-3.589,-3.369,-3.497,-4.406,-5.403,-5.174,-4.226,-4.226,-4.854,-3.972,-0.5485,17.33,-0.0965,-0.7609,0.7698,0.3555,20.25,23.125,42.625,62,82,101.5,173.375,1.004,1.816,1.364,1.322,1.686,2.802,6.398,9.024,13.87,1312.95,1324.75,1315.7,-3.3284,-4.1895,-3.5304
2011-06-09,1287.5,0.8222,0.214,0.1946,-0.675,-1.905,-1.867,-4.204,-3.232,-3.195,-2.94,-2.203,-1.979,-2.11,-3.031,-4.043,-3.81,-2.848,-2.848,-3.486,-4.47,-2.738,0.704,22.82,0.093,-0.5336,0.729,0.3198,15.125,17.625,40.875,61.375,80.25,97.375,186.25,1.172,1.108,1.206,1.256,1.824,2.746,7.618,8.812,15.262,1316.1875,1325.8,1315.77,-2.1796,-2.8888,-2.1486
2011-06-08,1277,-0.6032,-0.6226,-1.485,-2.705,-2.668,-4.985,-4.021,-3.985,-3.732,-3,-2.779,-2.908,-3.822,-4.826,-4.595,-3.641,-3.641,-4.273,-5.25,-4.612,-2.982,-1.371,22.2,0.1853,-0.6538,0.6427,0.2656,12.25,24.75,39,60.875,79.75,96.875,192.25,1.35,1.444,1.542,1.35,1.72,2.6,7.498,8.684,15.152,1319.2,1326.525,1315.68,-3.1989,-3.7334,-2.9399
2011-06-07,1284.75,-0.01946,-0.8872,-2.114,-2.077,-4.408,-3.439,-3.402,-3.147,-2.412,-2.189,-2.319,-3.239,-4.248,-4.016,-3.056,-3.056,-3.692,-4.674,-4.034,-5.097,-1.344,-0.0389,20.78,0.2853,-0.579,0.6711,0.3131,14.375,19.875,54.375,56.375,79.5,93.75,190.5,1.382,0.886,0.992,1.486,1.684,3.15,6.858,7.952,14.932,1322.2875,1327.31,1315.8575,-2.8388,-3.2065,-2.364
2011-06-06,1285,-0.8679,-2.095,-2.058,-4.39,-3.42,-3.383,-3.128,-2.393,-2.17,-2.3,-3.22,-4.23,-3.997,-3.037,-3.037,-3.673,-4.656,-4.015,-5.078,-4.283,-1.908,-0.349,23,0.2878,-0.6162,0.6396,0.26,17.375,36.875,48,56,79.125,93.375,189.875,1.394,1.096,0.978,1.13,1.26,3.068,7.552,8.038,14.878,1325.7375,1327.66,1315.8625,-3.0728,-3.2132,-2.3454
2011-06-03,1296.25,-1.238,-1.2,-3.553,-2.574,-2.538,-2.28,-1.538,-1.313,-1.445,-2.372,-3.391,-3.157,-2.188,-2.188,-2.83,-3.821,-3.175,-4.248,-3.445,-2.866,-0.6895,1.171,22.93,-0.0575,-0.3548,0.7234,0.3425,16.25,29.875,42.375,47.75,73.5,89.875,187.125,1.122,0.756,1.09,0.702,1.258,3.018,7.274,8.44,14.394,1328.6125,1328.16,1315.9075,-2.4358,-2.4026,-1.4938
2011-06-02,1312.5,0.03811,-2.344,-1.353,-1.316,-1.055,-0.3038,-0.07613,-0.2091,-1.149,-2.18,-1.943,-0.9621,-0.9621,-1.612,-2.616,-1.961,-3.047,-2.235,-1.649,-1.685,1.587,2.259,25.03,-0.1553,0.0697,0.7249,0.3768,25,30.5,42.625,43.875,69.625,90.375,187,0.922,0.838,0.814,0.77,1.208,3.012,7.424,8.674,15.428,1330.525,1328.34,1315.7575,-1.3547,-1.1925,-0.2476
2011-06-01,1312,-2.381,-1.39,-1.353,-1.093,-0.3418,-0.1142,-0.2471,-1.186,-2.217,-1.98,-0.9998,-0.9998,-1.649,-2.653,-1.998,-3.084,-2.272,-1.686,-1.723,-2.308,1.863,3.266,23.14,-0.2287,-0.0201,0.8391,0.4626,25.75,22.875,39.875,43.875,69.625,95.5,183.375,0.822,0.622,0.738,0.98,1.104,3.154,6.98,8.876,15.394,1331.65,1327.93,1315.4675,-1.4756,-1.1996,-0.2636
2011-05-31,1344,1.015,1.053,1.319,2.089,2.322,2.186,1.224,0.1677,0.4109,1.415,1.415,0.7496,-0.2782,0.3922,-0.7202,0.1117,0.7119,0.6742,0.07446,-0.5917,3.944,6.203,25.58,-0.4016,0.6582,0.8851,0.5325,9.875,19.375,39.125,42.875,69.625,95.5,183.375,0.67,0.75,0.856,1.242,1.202,3.296,7.336,9.026,15.556,1333.2,1327.45,1315.0525,0.8101,1.2468,2.2012
2011-05-30,1330.5,0.03759,0.3016,1.063,1.294,1.16,0.2071,-0.8385,-0.5977,0.3962,0.3962,-0.2624,-1.28,-0.6162,-1.718,-0.8938,-0.2997,-0.3371,-0.9308,-1.59,-2.007,3.06,4.97,24.26,-0.1914,0.6248,0.8856,0.5304,7,17.25,33.125,38.5,69.75,97.625,183.375,0.66,0.492,0.676,0.994,0.736,3.166,7.16,9.224,15.378,1333.6,1326.43,1314.2675,-0.2325,0.3068,1.2351
2011-05-27,1330,0.2638,1.025,1.256,1.122,0.1695,-0.8757,-0.635,0.3584,0.3584,-0.2998,-1.317,-0.6536,-1.754,-0.9311,-0.3372,-0.3745,-0.968,-1.627,-2.044,-2.188,4.416,4.704,22.38,0.1003,0.4776,0.925,0.6109,12.125,21.75,30.5,45.75,72.375,101.875,183.375,0.77,0.68,0.602,0.718,1.036,3.152,6.78,9.528,14.942,1334.9625,1325.64,1313.6375,-0.3717,0.3289,1.2456
2011-05-26,1326.5,0.7596,0.9897,0.8554,-0.09414,-1.137,-0.8965,0.09432,0.09432,-0.5622,-1.577,-0.915,-2.013,-1.192,-0.5995,-0.6367,-1.229,-1.886,-2.302,-2.445,-2.121,5.382,4.305,21.81,0.1968,0.6193,0.8874,0.6532,18.625,20.75,39.125,49.25,69.75,111,181.75,0.684,0.676,0.786,0.86,1.556,3.094,6.404,9.568,14.976,1336.45,1324.515,1313.04,-0.7445,0.1499,1.0251
2011-05-25,1316.5,0.2284,0.09504,-0.8473,-1.882,-1.644,-0.6602,-0.6602,-1.312,-2.319,-1.662,-2.752,-1.937,-1.349,-1.386,-1.973,-2.626,-3.038,-3.181,-2.859,-2.626,2.852,4.051,22.21,0.1836,0.3772,0.932,0.607,16.5,27.75,39.875,49.25,67.625,107.125,181.125,0.716,0.712,0.668,1.162,1.26,2.964,6.872,9.31,14.722,1337.8875,1323.16,1312.4925,-1.5986,-0.5033,0.3053
2011-05-24,1313.5,-0.133,-1.073,-2.106,-1.868,-0.8866,-0.8866,-1.537,-2.541,-1.886,-2.973,-2.16,-1.574,-1.61,-2.197,-2.848,-3.259,-3.401,-3.081,-2.848,-2.032,1.389,3.814,22.07,0.4068,0.2315,0.9154,0.6389,13.5,17.375,38.5,47.875,59.375,107.125,181.125,0.684,0.678,0.626,1.484,1.182,2.756,6.84,10,15.242,1339.6625,1322.43,1311.98,-1.9529,-0.6753,0.1159
2011-05-23,1315.25,-0.9414,-1.975,-1.737,-0.7546,-0.7546,-1.406,-2.411,-1.755,-2.844,-2.03,-1.443,-1.479,-2.066,-2.718,-3.13,-3.273,-2.952,-2.718,-1.902,-1.183,0.7083,4.968,21.87,0.2907,0.645,0.872,0.6673,16.625,27.125,34.125,47.875,55.125,107.375,174.125,0.61,0.662,0.686,1.07,0.788,2.914,6.47,10.058,15.272,1341.025,1322.07,1311.4975,-1.922,-0.5159,0.2861
2011-05-20,1327.75,-1.043,-0.8031,0.1886,0.1886,-0.4685,-1.484,-0.8217,-1.921,-1.099,-0.5058,-0.5431,-1.136,-1.794,-2.21,-2.353,-2.029,-1.794,-0.9696,-0.2442,-0.2442,2.588,5.839,22.37,0.7925,0.7724,0.9109,0.6923,14,21.5,29.5,45.25,52.5,110.25,174.125,0.61,0.494,0.508,0.786,0.874,3.298,6.392,10.27,15.414,1341.8125,1321.885,1310.875,-1.048,0.4437,1.2873
2011-05-19,1341.75,0.2428,1.245,1.245,0.581,-0.4452,0.2241,-0.8864,-0.05587,0.5433,0.5056,-0.09308,-0.7581,-1.178,-1.324,-0.9961,-0.7581,0.07458,0.8077,0.8077,0.9974,1.995,6.849,19.83,0.3038,0.6335,0.9702,0.798,13.5,23.125,33,45.25,52.375,110.25,174.125,0.69,0.512,0.674,0.824,1.156,3.642,6.43,10.598,14.538,1341.975,1321.215,1310.1425,-0.0168,1.5543,2.4125
2011-05-18,1338.5,0.9998,0.9998,0.3373,-0.6863,-0.01867,-1.126,-0.298,0.2997,0.2622,-0.3351,-0.9985,-1.418,-1.563,-1.236,-0.9985,-0.1678,0.5635,0.5635,0.7527,2.293,1.402,6.738,18.92,-0.0693,0.397,0.9689,0.8258,16,26.125,34.75,53.625,61.25,110.25,173.125,0.622,0.506,0.8,0.86,1.176,3.51,6.066,9.616,13.908,1341.3125,1320.69,1309.2825,-0.2097,1.3485,2.2316
2011-05-17,1325.25,0,-0.6559,-1.669,-1.008,-2.105,-1.285,-0.6931,-0.7303,-1.322,-1.979,-2.394,-2.537,-2.214,-1.979,-1.156,-0.432,-0.432,-0.2446,1.28,1.864,1.241,5.745,18.38,-0.2521,0.1244,0.9648,0.7901,16.25,24.5,36.75,60.875,68.5,110.25,172.75,0.588,0.594,0.796,1.256,1.214,3.396,5.816,10.314,14.384,1339.8125,1320.32,1308.4375,-1.0869,0.3734,1.2849
2011-05-16,1325.25,-0.6559,-1.669,-1.008,-2.105,-1.285,-0.6931,-0.7303,-1.322,-1.979,-2.394,-2.537,-2.214,-1.979,-1.156,-0.432,-0.432,-0.2446,1.28,1.864,0.4929,0.3787,5.766,17.96,-0.0678,0.052,0.9419,0.8056,19.25,28.625,33.375,58.5,72.5,112.25,173.25,0.632,0.522,1.08,0.852,0.976,3.446,5.726,9.57,13.936,1338.6,1319.995,1307.7175,-0.9973,0.3981,1.3407
2011-05-13,1334,-1.02,-0.3548,-1.459,-0.6332,-0.03747,-0.07491,-0.6701,-1.331,-1.749,-1.894,-1.568,-1.331,-0.5034,0.2254,0.2254,0.414,1.949,2.536,1.156,1.774,0.3196,6.337,18.63,-0.0909,-0.1028,0.961,0.807,21,24.5,38.875,60.875,76.75,112.25,172.875,0.43,0.556,1.154,0.684,1.484,3.358,6.542,9.494,13.786,1338.275,1319.895,1306.995,-0.3194,1.0686,2.0662
2011-05-12,1347.75,0.6723,-0.4432,0.3911,0.9929,0.9551,0.3537,-0.3144,-0.7365,-0.8825,-0.5534,-0.3144,0.5221,1.259,1.259,1.449,3,3.593,2.199,2.823,2.96,3.216,7.755,20.52,0.2126,-0.1126,0.9819,0.7906,22.625,25.75,38.875,58.25,86.625,112.25,171,0.438,0.576,0.762,0.922,2.028,3.64,6.294,9.314,14.208,1337.1125,1319.81,1306.2,0.7956,2.117,3.181
2011-05-11,1338.75,-1.108,-0.2793,0.3185,0.2809,-0.3165,-0.98,-1.399,-1.544,-1.218,-0.98,-0.1492,0.5823,0.5823,0.7716,2.312,2.902,1.517,2.136,2.273,2.351,2.902,7.855,19.35,0.3827,0.0892,0.9835,0.789,21.375,22.625,34.5,56.125,86.625,114.625,171.375,0.588,0.84,1.01,0.888,1.434,3.54,6.174,8.686,13.86,1335.175,1318.97,1305.23,0.2678,1.4997,2.5681
2011-05-10,1353.75,0.838,1.443,1.404,0.8004,0.1294,-0.2946,-0.4413,-0.1107,0.1294,0.9696,1.709,1.709,1.901,3.458,4.055,2.654,3.281,3.419,3.498,2.557,2.093,8.998,23.26,0.5671,0.487,0.9559,0.738,14.625,24.25,32.25,52.125,86.625,118,174.75,0.712,0.936,1.16,1.3,1.114,3.916,6.804,9.03,14.2,1333.6375,1318.215,1304.255,1.5081,2.6957,3.7949
2011-05-09,1342.5,0.5995,0.5618,-0.03723,-0.7027,-1.123,-1.269,-0.9408,-0.7027,0.1305,0.864,0.864,1.054,2.598,3.19,1.801,2.422,2.559,2.638,1.705,1.416,1.801,7.961,22.38,0.7173,0.6469,0.9629,0.7088,15.875,24.875,39.375,47.875,86.625,118,174.75,0.584,1.15,0.838,0.89,0.7,3.98,6.782,8.46,13.982,1331.95,1317.66,1303.1375,0.7921,1.8852,3.0206
2011-05-06,1334.5,-0.03745,-0.6329,-1.294,-1.712,-1.857,-1.531,-1.294,-0.4662,0.263,0.263,0.4516,1.987,2.575,1.194,1.812,1.948,2.026,1.098,0.8121,0.4516,2.437,7.882,21.1,0.7688,0.6087,0.9362,0.7264,21.75,23.75,42.375,47.875,86.625,118.75,175.5,0.636,1.154,1.12,1.048,0.904,4.096,6.054,8.208,13.592,1331.0125,1317.185,1302.1475,0.262,1.3145,2.4845
2011-05-05,1335,-0.5957,-1.257,-1.676,-1.82,-1.494,-1.257,-0.4289,0.3005,0.3005,0.4893,2.025,2.613,1.232,1.85,1.986,2.064,1.136,0.8499,0.4893,0.4515,2.26,7.51,20.16,0.1321,0.9075,0.9287,0.7812,20.5,28.75,39.75,46.875,86.625,118.75,175.5,0.666,1.294,1.28,1.118,1.09,4.262,5.772,8.678,13.406,1330.7125,1316.55,1301.1725,0.3222,1.4014,2.5998
2011-05-04,1343,-0.6657,-1.086,-1.232,-0.9039,-0.6657,0.1678,0.9016,0.9016,1.092,2.637,3.228,1.839,2.46,2.597,2.676,1.742,1.454,1.092,1.053,1.206,2.168,8.197,21.05,-0.5574,0.8517,0.8776,0.7542,15.125,20.875,40.875,55.625,85.5,118.75,175.375,0.65,1.186,0.876,1.076,1.176,4.058,5.862,8.466,12.658,1330.4125,1315.96,1300.24,0.9461,2.0548,3.2886
2011-05-03,1352,-0.4235,-0.57,-0.2398,0,0.8391,1.578,1.578,1.769,3.324,3.92,2.521,3.147,3.285,3.364,2.424,2.134,1.769,1.731,1.884,1.711,1.654,8.944,22.85,-0.6076,0.8399,0.8739,0.7282,15.75,22.375,42.75,62.875,85.25,118.75,172.625,0.724,1.346,1.246,1.356,1.248,4.142,6.396,8.542,12.848,1329.6125,1315.39,1299.2225,1.6838,2.7832,4.0622
2011-05-02,1357.75,-0.1471,0.1845,0.4253,1.268,2.01,2.01,2.202,3.764,4.362,2.957,3.586,3.724,3.804,2.86,2.568,2.202,2.163,2.317,2.144,2.26,1.136,10.12,24.82,-0.1585,0.9445,0.8033,0.7705,14.875,19.5,46.5,60.75,85.25,119.25,171.375,0.866,1.276,1.392,1.03,1.216,4.218,6.718,8.902,13.41,1328.475,1314.95,1298.1125,2.2037,3.2549,4.5942
2011-04-29,1359.75,0.332,0.5732,1.417,2.16,2.16,2.352,3.917,4.516,3.109,3.738,3.877,3.956,3.011,2.72,2.352,2.314,2.468,2.294,2.41,2.875,1.645,10.66,27.8,-0.245,0.8814,0.7328,0.6889,11.375,21.625,42,55.875,80.75,115.375,167.5,0.964,1.442,0.984,1.282,1.676,4.262,7.304,8.816,13.854,1326.975,1314.645,1296.865,2.4699,3.431,4.849
2011-04-28,1355.25,0.2404,1.082,1.822,1.822,2.014,3.573,4.17,2.768,3.395,3.533,3.612,2.67,2.38,2.014,1.975,2.129,1.956,2.071,2.534,2.38,1.669,10.79,25.49,-0.1583,0.9239,0.8044,0.7376,12.875,18.625,35.75,49.875,78.125,115.375,169.5,0.99,1.018,0.944,1.442,1.712,4.256,6.826,9.144,14.09,1325.075,1314.205,1295.555,2.2772,3.1232,4.6077
2011-04-27,1352,0.8391,1.578,1.578,1.769,3.324,3.92,2.521,3.147,3.285,3.364,2.424,2.134,1.769,1.731,1.884,1.711,1.826,2.289,2.134,2.716,1.942,10.64,27.1,-0.0725,0.8727,0.7638,0.7085,16.125,18.375,37.375,47.625,76,110.875,163.5,1.02,1.204,1.136,1.08,1.18,4.066,7.144,9.108,14.508,1323.5,1313.76,1294.235,2.1534,2.9107,4.4633
2011-04-26,1340.75,0.7325,0.7325,0.9221,2.465,3.055,1.668,2.289,2.426,2.504,1.572,1.284,0.9221,0.8841,1.036,0.8652,0.9791,1.438,1.284,1.861,2.956,0.9791,9.583,26.13,0.2312,0.6893,0.8587,0.7536,13.125,24.125,41.25,46.125,73,107.375,160,0.806,0.856,0.746,1.048,1.082,3.902,7.452,9.076,14.212,1321.7125,1313.245,1292.935,1.4404,2.0944,3.6982
2011-04-25,1331,0,0.1882,1.719,2.306,0.9289,1.545,1.681,1.758,0.8333,0.5477,0.1882,0.1505,0.3014,0.1316,0.2448,0.6998,0.5477,1.121,2.208,1.603,0.2825,8.853,22.05,0.3354,0.8599,0.8433,0.8453,8.875,23.5,39.75,41.875,68.75,106.125,158.75,0.744,1.01,0.712,0.652,0.814,3.872,6.3,9.244,13.786,1319.7875,1312.985,1291.7625,0.8496,1.3721,3.0375
2011-04-21,1331,0.1882,1.719,2.306,0.9289,1.545,1.681,1.758,0.8333,0.5477,0.1882,0.1505,0.3014,0.1316,0.2448,0.6998,0.5477,1.121,2.208,1.603,1.973,0.9289,10.5,22,0.4777,0.9216,0.7587,0.8607,15.875,28.875,42.5,41.875,68.75,108.375,164.25,0.66,0.648,1.014,0.904,0.852,4.288,5.752,9.564,14.096,1318.7375,1312.91,1290.68,0.9299,1.3779,3.1239
2011-04-20,1328.5,1.528,2.114,0.7393,1.354,1.49,1.567,0.6439,0.3588,0,-0.03762,0.113,-0.05642,0.05649,0.5107,0.3588,0.9307,2.016,1.412,1.781,2.825,0.7012,12.63,21.91,-0.2272,0.8204,0.6836,0.8526,18.75,32.75,35.5,46.375,68.625,121.25,177.125,0.51,0.784,0.878,1.102,1.078,4.57,5.52,9.772,14.158,1317.45,1312.665,1289.415,0.8387,1.2063,3.0312
2011-04-19,1308.5,0.5765,-0.7772,-0.1717,-0.0382,0.03823,-0.8712,-1.152,-1.506,-1.542,-1.394,-1.561,-1.45,-1.002,-1.152,-0.5888,0.4799,-0.1145,0.249,1.277,1.592,-1.002,10.28,21.55,-0.6096,0.796,0.5378,0.8114,22,24.75,30.125,50.75,73.75,122.875,178.75,0.416,0.542,0.968,0.828,1.172,4.424,5.512,9.264,14.022,1315.625,1312.48,1287.925,-0.5416,-0.3032,1.5975
2011-04-18,1301,-1.346,-0.7438,-0.6112,-0.5352,-1.439,-1.719,-2.07,-2.107,-1.959,-2.125,-2.015,-1.57,-1.719,-1.159,-0.09599,-0.687,-0.3256,0.6966,1.009,0.6187,-1.121,9.951,21.3,-0.4429,0.7198,0.5711,0.7365,21,24.75,24.875,50.5,73.75,122.125,179.125,0.61,0.688,1.198,0.982,1.324,4.502,5.652,8.308,13.356,1314.6,1312.745,1286.705,-1.0345,-0.8947,1.111
2011-04-15,1318.75,0.6103,0.7448,0.8219,-0.0947,-0.3777,-0.7339,-0.7713,-0.6217,-0.7899,-0.6778,-0.227,-0.3777,0.1899,1.267,0.6679,1.034,2.07,2.387,1.991,2.15,0.8797,9.896,23.59,-0.3541,0.5293,0.5535,0.7472,14.25,18.25,24.875,48.625,78.875,116.375,179.125,0.566,0.562,1.182,0.896,1.506,4.624,5.9,8.39,13.686,1314.2,1313.04,1285.5275,0.3462,0.4349,2.5843
2011-04-14,1310.75,0.1337,0.2102,-0.7008,-0.9821,-1.336,-1.373,-1.225,-1.392,-1.28,-0.8322,-0.9821,-0.4178,0.6527,0.05725,0.4214,1.451,1.766,1.373,1.53,2.905,0.5755,9.549,23.74,-0.3329,0.3124,0.5787,0.7183,14.375,22.75,26.75,49.875,83.375,115.125,179.125,0.54,0.716,1.12,1.246,1.826,4.374,6.108,8.02,13.62,1312.8125,1312.81,1284.34,-0.1571,-0.1569,2.0563
2011-04-13,1309,0.07645,-0.8333,-1.114,-1.468,-1.505,-1.356,-1.523,-1.412,-0.9646,-1.114,-0.5508,0.5183,-0.07634,0.2873,1.316,1.63,1.237,1.394,2.767,3.992,0.6923,11.1,27.8,-0.2862,0.2338,0.5155,0.6562,14.5,17.125,23.375,56.375,92.5,115.125,189.625,0.49,0.814,1.122,1.608,1.748,4.55,6.988,7.744,14.548,1310.9625,1312.66,1283.1975,-0.1497,-0.2788,2.0108
2011-04-12,1308,-0.9091,-1.19,-1.543,-1.58,-1.432,-1.599,-1.487,-1.04,-1.19,-0.6268,0.4415,-0.1527,0.2107,1.238,1.553,1.16,1.317,2.689,3.913,2.188,0.403,9.182,29.25,-0.2308,0.6086,0.4118,0.6419,14.25,21,25.375,51.25,88.5,115.125,196.375,0.386,0.806,1.346,1.246,1.188,4.478,7.366,8.112,14.992,1308.45,1312.48,1281.89,-0.0344,-0.3413,2.0368
2011-04-11,1320,-0.2833,-0.6398,-0.6772,-0.5275,-0.6959,-0.5837,-0.1324,-0.2833,0.2849,1.363,0.7634,1.13,2.167,2.484,2.088,2.246,3.631,4.866,3.125,1.891,2.924,10.16,30.14,-0.2902,0.7671,0.4173,0.616,15.125,16.5,26.5,52.5,75,111.875,196.375,0.192,0.944,1.102,1.194,1.458,4.66,7.232,7.738,14.53,1307.05,1312.375,1280.79,0.9908,0.581,3.0614
2011-04-08,1323.75,-0.3576,-0.395,-0.2449,-0.4138,-0.3013,0.1513,0,0.5698,1.651,1.05,1.417,2.457,2.776,2.378,2.537,3.925,5.164,3.418,2.181,1.359,4.109,10.52,29.56,-0.5609,0.8642,0.4716,0.6135,15,15.25,25.625,52.125,75,111.875,196.375,0.19,0.884,1.024,1.084,1.404,5.112,7.046,7.848,14.866,1305.825,1311.625,1279.5725,1.3727,0.9244,3.4525
2011-04-07,1328.5,-0.03762,0.113,-0.05642,0.05649,0.5107,0.3588,0.9307,2.016,1.412,1.781,2.825,3.144,2.746,2.905,4.298,5.541,3.789,2.547,1.723,2.646,2.528,12.82,29.42,-0.1697,0.8395,0.514,0.6629,11.75,12.75,21.75,49.25,70.25,111.25,196.375,0.276,1.066,1.33,1.544,1.214,5.17,7.1,7.778,14.55,1304.9375,1310.58,1278.3125,1.8056,1.3673,3.9261
2011-04-06,1329,0.1507,-0.01881,0.09414,0.5485,0.3966,0.9687,2.054,1.45,1.82,2.864,3.183,2.784,2.944,4.338,5.581,3.828,2.586,1.761,2.685,1.026,2.744,13.13,28.38,-0.8657,0.9685,0.5201,0.6064,10.875,13.375,27.25,59,70.25,110.5,196.375,0.378,1.194,1.226,1.512,1.492,5.52,6.998,7.764,14.342,1303.225,1309.925,1276.8025,1.9778,1.4562,4.0881
2011-04-05,1327,-0.1693,-0.05649,0.3972,0.2455,0.8167,1.901,1.298,1.666,2.709,3.028,2.629,2.788,4.181,5.422,3.672,2.432,1.608,2.53,0.8742,0.5303,3.068,10.98,23.9,-0.6476,0.9264,0.6213,0.7225,9.75,12.25,29.125,66.875,69.125,110.875,197,0.534,1.238,0.944,1.232,1.858,4.992,5.906,8.318,13.594,1302.55,1309.215,1275.26,1.8771,1.3584,4.0572
