"Date","Close","1DayPercentMove","2DayPercentMove","3DayPercentMove","4DayPercentMove","5DayPercentMove","6DayPercentMove","7DayPercentMove","8DayPercentMove","9DayPercentMove","10DayPercentMove","11DayPercentMove","12DayPercentMove","13DayPercentMove","14DayPercentMove","15DayPercentMove","16DayPercentMove","17DayPercentMove","18DayPercentMove","19DayPercentMove","20DayPercentMove","50DayPercentMove","100DayPercentMove","200DayPercentMove","10DayAutoCor","20DayAutoCor","50DayAutoCor","100DayAutoCor","1DayATR","2DayATR","5DayATR","10DayATR","20DayATR","50DayATR","100DayATR","1DayMAD","2DayMAD","3DayMAD","5DayMAD","10DayMAD","20DayMAD","50DayMAD","100DayMAD","200DayMAD","20DayMA","50DayMA","100DayMA","20DayDMA","50DayDMA","100DayDMA"
2004-03-03,1150.75,0.1523,-0.4111,0.5461,0.656,0.678,1.076,0.943,0.612,0.3051,-0.04343,-0.4972,0.4364,-0.02172,-0.3895,0.656,0.943,1.032,2.153,2.38,1.567,5.549,11.18,21.87,0.829,0.9332,0.9619,0.079,9.875,15.25,22.5,31,39,76.375,136.5,0.33,0.462,0.446,0.418,2.752,4.332,10.366,12.836,14.03,1144.4,1131.56,1091.865,0.5549,1.6959,5.3931
2004-03-02,1149,-0.5625,0.3932,0.503,0.5249,0.9223,0.7895,0.459,0.1525,-0.1954,-0.6485,0.2837,-0.1738,-0.541,0.503,0.7895,0.878,1.997,2.224,1.412,1.278,6.636,10.77,21.43,0.833,0.9509,0.9531,0.0899,11.75,13.75,23,31.125,41.5,78.125,136.5,0.3,0.318,0.538,0.516,3.106,4.13,10.44,13.196,14.85,1143.5125,1130.35,1090.7075,0.4799,1.6499,5.3445
2004-03-01,1155.5,0.9611,1.072,1.094,1.493,1.36,1.027,0.7191,0.3692,-0.08647,0.851,0.391,0.02164,1.072,1.36,1.449,2.574,2.802,1.986,1.851,2.257,7.488,11.8,22.89,0.8963,0.9621,0.9476,0.0487,12.375,13.625,23.5,31.125,44.125,81,136.5,0.364,0.518,0.656,0.502,2.958,4.222,10.364,13.548,15.384,1142.7875,1128.92,1089.59,1.1124,2.3545,6.0491
2004-02-27,1144.5,0.1093,0.1312,0.527,0.3947,0.06557,-0.2397,-0.5863,-1.038,-0.1091,-0.5647,-0.9305,0.1093,0.3947,0.4829,1.598,1.824,1.015,0.8814,1.283,1.261,7.088,11.28,21.4,0.8743,0.9752,0.9465,-0.0499,10.5,13,19.875,31.125,44.125,82.75,136.5,0.316,0.484,0.502,0.562,2.9,4.294,9.936,13.448,14.934,1141.5125,1127.31,1088.37,0.2617,1.5249,5.1573
2004-02-26,1143.25,0.02187,0.4172,0.2851,-0.04372,-0.3487,-0.6949,-1.146,-0.2182,-0.6733,-1.039,0,0.2851,0.3731,1.487,1.713,0.9047,0.7713,1.173,1.15,1.24,6.448,12.14,21.08,0.834,0.9345,0.9518,-0.1328,8.75,12.25,17.25,31.75,44.75,75.125,136.5,0.36,0.46,0.57,0.688,2.87,4.324,9.636,13.296,15.692,1140.8,1125.795,1087.21,0.2148,1.5505,5.1545
2004-02-25,1143,0.3953,0.2632,-0.06557,-0.3704,-0.7166,-1.167,-0.24,-0.6951,-1.06,-0.02187,0.2632,0.3512,1.465,1.69,0.8826,0.7492,1.15,1.128,1.218,0.04376,6.598,12.44,22.61,0.9188,0.9146,0.9658,-0.0162,9.5,13.375,21.375,26.375,50,77.25,138.875,0.386,0.676,0.6,0.626,2.912,4.438,9.79,13.822,16.16,1140.1,1124.41,1085.9725,0.2544,1.6533,5.2513
2004-02-24,1138.5,-0.1316,-0.459,-0.7627,-1.108,-1.556,-0.6328,-1.086,-1.45,-0.4155,-0.1316,-0.0439,1.065,1.29,0.4854,0.3526,0.7522,0.7299,0.8191,-0.3501,-1.364,7.33,14.54,23.68,0.8343,0.8469,0.9437,-0.142,11.25,17.5,23.375,29.75,50.25,89.375,147.125,0.39,0.76,0.616,0.984,3.176,4.76,9.504,14.198,16.782,1140.075,1122.995,1084.7075,-0.1381,1.3807,4.9592
2004-02-23,1140,-0.3279,-0.632,-0.9772,-1.427,-0.5018,-0.9557,-1.32,-0.2843,0,0.0878,1.198,1.424,0.6178,0.4848,0.885,0.8626,0.952,-0.2188,-1.235,-0.02192,7.496,13.52,22.65,0.9326,0.9334,0.9376,-0.0901,12.375,14.25,22,28.5,48.875,96.125,150.75,0.398,0.756,0.744,0.602,3.22,4.718,9.074,13.708,15.972,1140.8625,1121.44,1083.2625,-0.0756,1.655,5.2377
2004-02-20,1143.75,-0.3051,-0.6515,-1.102,-0.1746,-0.6299,-0.9955,0.04374,0.3289,0.417,1.531,1.757,0.9488,0.8153,1.217,1.194,1.284,0.1094,-0.9097,0.307,-0.02185,6.992,15.01,22.36,0.7772,0.8999,0.9228,-0.0748,13.25,17.125,27.375,34,48.875,96.125,150.75,0.284,0.76,0.634,0.892,3.144,4.874,9.518,12.864,15.426,1140.875,1119.85,1081.905,0.252,2.1342,5.7163
2004-02-19,1147.25,-0.3475,-0.7998,0.1309,-0.3258,-0.6925,0.3499,0.636,0.7243,1.842,2.068,1.258,1.124,1.526,1.504,1.594,0.4157,-0.6064,0.6139,0.2841,0.1091,8.002,14.98,23.86,0.7381,0.8914,0.9202,0.0353,11.875,15.125,26.5,35.25,53.125,96.125,150.75,0.286,0.712,0.586,1.134,3.264,5.008,9.22,12.596,14.452,1140.8875,1118.355,1080.4125,0.5577,2.5837,6.1863
2004-02-18,1151.25,-0.454,0.48,0.02172,-0.3462,0.6998,0.9868,1.076,2.197,2.424,1.611,1.476,1.88,1.858,1.948,0.7659,-0.2599,0.9647,0.6337,0.4581,1.209,7.644,14.3,24.12,0.9096,0.9419,0.9282,0.1017,12,14.5,21.125,35.5,49.875,96.125,150.75,0.486,0.842,0.812,1.042,3.166,4.856,8.85,11.466,13.858,1140.825,1116.655,1078.9175,0.9138,3.0981,6.7042
2004-02-17,1156.5,0.9382,0.4778,0.1082,1.159,1.447,1.536,2.663,2.892,2.074,1.939,2.345,2.322,2.413,1.225,0.1949,1.425,1.093,0.9162,1.67,1.626,8.592,12.77,26.39,0.9019,0.87,0.9427,0.2172,14.125,17.125,21.5,35.5,50.25,96.125,151,0.628,0.892,0.748,1.424,3.344,4.496,9.094,12.33,15.002,1140.1375,1115.02,1077.4775,1.4351,3.7201,7.334
2004-02-13,1145.75,-0.4561,-0.8223,0.2187,0.5044,0.5926,1.709,1.935,1.125,0.9916,1.394,1.371,1.461,0.2845,-0.7364,0.4823,0.153,-0.02181,0.7253,0.681,1.103,7.38,12.19,25.08,0.8791,0.8855,0.9606,0.1386,10.875,18.375,20.75,35.5,51.875,94.5,156.125,0.654,0.8,0.492,1.034,2.936,4.326,8.778,11.534,15.256,1139.2125,1113.19,1076.1675,0.5739,2.9249,6.4658
2004-02-12,1151,-0.3679,0.6779,0.9649,1.054,2.175,2.402,1.589,1.454,1.858,1.836,1.926,0.744,-0.2816,0.9428,0.6119,0.4363,1.187,1.142,1.566,1.746,7.671,10.7,25.66,0.8518,0.8865,0.9725,0.2162,12.25,13.375,27,35.5,51.625,94.25,156.125,0.766,0.726,0.734,1.282,2.96,4.126,9.078,11.588,15.302,1138.5875,1111.615,1074.9225,1.0902,3.543,7.0775
2004-02-11,1155.25,1.05,1.338,1.427,2.552,2.78,1.964,1.829,2.234,2.212,2.302,1.116,0.08664,1.316,0.9834,0.8072,1.56,1.516,1.941,2.122,3.032,9.218,11.16,26.46,0.943,0.9607,0.9316,0.1416,13.375,20,28.875,36.875,51.625,91.25,155.5,0.728,0.858,0.804,1.336,2.972,4.096,9.072,11.494,15.094,1137.6,1109.975,1073.81,1.5515,4.0789,7.5842
2004-02-10,1143.25,0.2851,0.3731,1.487,1.713,0.9047,0.7713,1.173,1.15,1.24,0.06565,-0.953,0.2631,-0.06556,-0.24,0.5055,0.4613,0.8824,1.061,1.962,1.33,8.185,11.29,27.24,0.9435,0.9091,0.9241,0.0488,7.625,14.375,26,34.25,52.625,89.375,153.375,0.586,0.664,0.496,1.37,3.004,4.134,8.928,11.758,15.694,1135.9,1108.025,1072.65,0.6471,3.1791,6.5818
2004-02-09,1140,0.0878,1.198,1.424,0.6178,0.4848,0.885,0.8626,0.952,-0.2188,-1.235,-0.02192,-0.3496,-0.5236,0.2198,0.1758,0.5956,0.7735,1.672,1.041,1.786,8.236,10.73,25.31,0.8716,0.8628,0.9326,0.1328,11.5,15.125,27.875,37.625,56.5,92.25,153.375,0.46,0.718,0.734,1.728,3.208,3.87,8.192,10.098,16.29,1135.15,1106.295,1071.49,0.4273,3.0467,6.3939
2004-02-06,1139,1.11,1.334,0.5296,0.3967,0.7965,0.7742,0.8634,-0.3063,-1.321,-0.1096,-0.4371,-0.6108,0.1319,0.08787,0.5074,0.6851,1.583,0.9528,1.696,0.8411,8.528,12.27,24.14,0.9199,0.8237,0.9508,0.2399,12.375,17,27.25,34.875,59.375,92.25,153.375,0.35,0.554,0.89,1.544,3.288,4.228,8,10.326,15.408,1134.15,1104.56,1070.385,0.4276,3.118,6.4103
2004-02-05,1126.5,0.2224,-0.5737,-0.7052,-0.3097,-0.3318,-0.2435,-1.4,-2.404,-1.206,-1.53,-1.702,-0.967,-1.01,-0.5956,-0.4199,0.4682,-0.1551,0.5804,-0.2656,0.08885,8.709,10.66,23.86,0.8991,0.8663,0.9153,0.2358,9.625,13.625,27.25,34.875,57.5,98.25,153.375,0.344,0.856,0.582,1.628,3.292,4.08,7.38,10.016,13.954,1133.675,1102.77,1069.14,-0.6329,2.1519,5.3651
2004-02-04,1124,-0.7943,-0.9255,-0.531,-0.553,-0.4649,-1.619,-2.621,-1.425,-1.748,-1.92,-1.187,-1.23,-0.8162,-0.6409,0.2453,-0.3767,0.3571,-0.4869,-0.1333,0.1782,8.915,10.55,25.87,0.8824,0.8254,0.9202,0.1662,9.25,15.375,25.875,34.625,55.875,100.75,158.5,0.448,0.528,0.928,1.54,3.24,3.92,7.576,11.036,14.63,1133.625,1100.965,1068.055,-0.849,2.0923,5.238
2004-02-03,1133,-0.1322,0.2655,0.2433,0.3321,-0.8315,-1.841,-0.6358,-0.9615,-1.134,-0.3956,-0.4394,-0.02206,0.1547,1.048,0.421,1.161,0.3099,0.6664,0.9804,1.161,8.838,11.79,27.12,0.9547,0.934,0.9497,0.1659,11.375,14.375,24.75,31.375,54.875,100.75,158.5,0.56,0.94,1.088,1.826,3.176,4.006,7.734,11.144,15.17,1133.525,1099.125,1066.9825,-0.0463,3.082,6.1873
2004-02-02,1134.5,0.3982,0.376,0.4649,-0.7002,-1.711,-0.5043,-0.8304,-1.004,-0.2637,-0.3076,0.1103,0.2873,1.182,0.554,1.295,0.4427,0.7996,1.114,1.295,2.299,9.852,10.79,29.1,0.9307,0.9579,0.9012,0.2532,11,21.75,28.125,32.25,55.625,100.75,162.125,0.582,0.546,0.74,2.2,3.11,3.878,8.324,12.202,14.514,1132.875,1097.285,1065.7875,0.1434,3.3916,6.4471
2004-01-30,1130,-0.02212,0.06642,-1.094,-2.101,-0.8989,-1.224,-1.396,-0.6593,-0.703,-0.2868,-0.1105,0.7804,0.1551,0.8929,0.04427,0.3998,0.713,0.8929,1.894,1.756,8.289,9.656,26.43,0.9083,0.9364,0.9238,0.3156,9.625,21.5,25.75,33.625,55,100.75,161.75,0.732,1.028,0.846,2.002,2.806,3.784,8.03,11.764,13.034,1131.6,1095.25,1064.6825,-0.1414,3.1728,6.1349
2004-01-29,1130.25,0.08855,-1.072,-2.079,-0.877,-1.202,-1.374,-0.6374,-0.681,-0.2647,-0.0884,0.8027,0.1773,0.9152,0.0664,0.422,0.7353,0.9152,1.916,1.778,2.031,7.746,10.56,27.57,0.864,0.9711,0.9531,0.2982,18.125,22.125,30.25,31.625,53.875,100.75,160.25,0.62,0.618,1.254,2.026,2.792,4.012,8.316,11.432,13.552,1130.625,1093.52,1063.6875,-0.0332,3.3589,6.2577
2004-01-28,1129.25,-1.16,-2.166,-0.9647,-1.289,-1.462,-0.7253,-0.7689,-0.353,-0.1768,0.7135,0.08863,0.8259,-0.02213,0.3332,0.6462,0.8259,1.826,1.688,1.941,1.941,6.734,9.823,30.06,0.9136,0.8795,0.933,0.2265,18,24.875,29.875,31.625,53.875,100.75,165.75,0.536,1.034,0.962,1.998,2.51,3.874,9.16,12.462,13.652,1129.5,1091.895,1062.6075,-0.0221,3.4211,6.2716
2004-01-27,1142.5,-1.018,0.1973,-0.1311,-0.3054,0.4396,0.3954,0.8162,0.9945,1.895,1.263,2.009,1.151,1.51,1.827,2.009,3.021,2.882,3.137,3.137,4.481,8.089,11.25,31.06,0.9444,0.9301,0.9149,0.2367,14.875,15.5,25.375,39.625,53,100.75,166.125,0.466,0.588,1.136,2.128,2.754,3.968,9.046,12.83,14.184,1128.425,1090.47,1061.5975,1.2473,4.7713,7.6208
2004-01-26,1154.25,1.228,0.896,0.7199,1.472,1.428,1.853,2.033,2.943,2.304,3.058,2.191,2.554,2.874,3.058,4.08,3.94,4.198,4.198,5.556,5.604,10.38,12.94,33.17,0.9779,0.8206,0.833,0.2938,15.5,18.125,23.75,39.875,55.5,100.75,164.25,0.508,0.884,1.478,2.572,3.046,4.064,9.554,13.226,13.838,1125.975,1088.76,1060.4425,2.5112,6.0151,8.8461
2004-01-23,1140.25,-0.3278,-0.5018,0.2418,0.1977,0.6177,0.7956,1.695,1.064,1.808,0.9518,1.31,1.627,1.808,2.818,2.679,2.934,2.934,4.275,4.323,4.275,8.984,13.15,29.83,0.9328,0.9697,0.8827,0.2915,10.875,15,20,38.25,54.125,97.875,158.375,0.47,0.698,1.334,2.434,3.092,4.044,8.85,12.838,13.602,1122.9125,1086.59,1059.12,1.544,4.9384,7.6601
2004-01-22,1144,-0.1745,0.5714,0.5272,0.9486,1.127,2.029,1.396,2.143,1.284,1.644,1.961,2.143,3.156,3.017,3.272,3.272,4.618,4.666,4.618,4.69,8.901,14.26,30.44,0.8966,0.9188,0.8104,0.2778,11.875,13.375,22.5,36.375,58.75,97.875,158.375,0.568,0.658,1.414,2.462,3.138,3.91,8.956,12.584,13.34,1120.575,1084.71,1057.795,2.0904,5.466,8.1495
2004-01-21,1146,0.7472,0.703,1.125,1.304,2.207,1.573,2.321,1.461,1.821,2.139,2.321,3.336,3.197,3.453,3.453,4.801,4.849,4.801,4.873,4.969,8.266,15.09,30.45,0.844,0.9301,0.7717,0.2747,12.125,16,23.375,39,65.125,95.625,158.125,0.586,0.944,1.46,2.456,2.992,4.164,8.742,11.898,12.95,1118.0125,1082.84,1056.3675,2.5033,5.8328,8.485
2004-01-20,1137.5,-0.04394,0.375,0.5525,1.449,0.8198,1.562,0.7083,1.066,1.382,1.562,2.57,2.431,2.686,2.686,4.024,4.071,4.024,4.095,4.19,4.334,7.973,14.26,30.26,0.9003,0.9703,0.7593,0.2954,7.625,13.75,22.375,34.75,61.125,92.375,154.875,0.496,0.686,1.538,2.262,2.908,4.152,8.838,11.344,12.306,1115.3,1081.09,1054.865,1.9905,5.2179,7.8337
2004-01-16,1138,0.4192,0.5967,1.494,0.8642,1.607,0.7526,1.111,1.426,1.607,2.615,2.476,2.731,2.731,4.07,4.117,4.07,4.141,4.236,4.38,5.615,8.149,14.52,29.72,0.8523,0.8269,0.8351,0.2719,10.25,17.375,23.75,35.875,61.25,93.375,155.875,0.46,1.048,1.54,2.384,2.678,3.988,8.326,10.888,12.958,1112.9375,1079.41,1053.445,2.2519,5.428,8.0265
2004-01-15,1133.25,0.1768,1.07,0.4432,1.183,0.332,0.6886,1.003,1.183,2.187,2.049,2.302,2.302,3.635,3.682,3.635,3.706,3.801,3.944,5.174,5.419,7.494,14.18,32.27,0.8843,0.8883,0.6832,0.2534,13.375,16.375,24.875,36.875,62.875,92.125,157.875,0.386,0.784,1.582,2.398,2.396,3.936,8.842,12.056,13.55,1109.9125,1077.695,1052.0025,2.1026,5.155,7.7231
2004-01-14,1131.25,0.8919,0.2659,1.004,0.1549,0.5109,0.8244,1.004,2.006,1.868,2.121,2.121,3.452,3.5,3.452,3.523,3.618,3.761,4.988,5.233,5.848,7.789,12.9,33.56,0.8792,0.78,0.6249,0.2642,14.375,15.75,21,35.5,62.625,87.75,161.875,0.42,1.082,1.558,2.234,2.424,3.982,9.08,12.662,13.802,1107,1076.115,1050.595,2.1906,5.1235,7.6771
2004-01-13,1121.25,-0.6204,0.1116,-0.7304,-0.3776,-0.06684,0.1116,1.105,0.968,1.219,1.219,2.538,2.585,2.538,2.608,2.702,2.843,4.06,4.302,4.912,4.399,6.938,12.24,29.92,0.9119,0.8304,0.6985,0.2928,12.875,13.75,18.625,34.75,54.25,87,162.625,0.472,0.832,1.514,2.276,2.23,3.894,8.31,12.192,13.29,1103.875,1074.48,1049.3025,1.574,4.3528,6.8567
2004-01-12,1128.25,0.7366,-0.1107,0.2443,0.557,0.7366,1.736,1.598,1.851,1.851,3.178,3.225,3.178,3.249,3.343,3.485,4.71,4.954,5.567,5.051,5.223,7.838,12.49,30.06,0.9735,0.9133,0.7288,0.2941,11.125,14.25,22.375,34,54,87,162.625,0.554,1.226,1.7,2.082,2.316,3.974,8.198,12.58,13.274,1101.5125,1073.025,1048.08,2.4273,5.1467,7.6492
2004-01-09,1120,-0.8411,-0.4887,-0.1782,0,0.9919,0.8555,1.106,1.106,2.423,2.47,2.423,2.494,2.588,2.729,3.944,4.186,4.795,4.283,4.453,5.586,7.203,12.14,29.03,0.9522,0.764,0.684,0.3089,9.375,12,23.875,37.5,57.875,87,162.625,0.66,1.094,1.608,2.01,2.248,3.66,8.124,12.01,13.296,1098.7125,1071.385,1046.8275,1.9375,4.5376,6.9899
2004-01-08,1129.5,0.3554,0.6684,0.8482,1.848,1.711,1.963,1.963,3.292,3.339,3.292,3.363,3.458,3.6,4.826,5.07,5.684,5.168,5.339,6.481,6.506,9.58,14.03,29.49,0.9635,0.8207,0.6424,0.2939,9.375,15.25,24.5,41.875,60.75,87,162.375,0.66,1.222,1.71,2.084,2.612,3.862,7.918,11.866,13.014,1095.75,1069.88,1045.615,3.0801,5.5726,8.0226
2004-01-07,1125.5,0.3119,0.4911,1.488,1.351,1.602,1.602,2.926,2.974,2.926,2.997,3.091,3.233,4.455,4.698,5.31,4.795,4.966,6.104,6.129,5.285,9.272,13.95,30.34,0.8445,0.9101,0.6287,0.2988,10,15,21.5,38.625,58.875,91,165.125,0.658,1.184,1.804,2.032,2.678,3.978,8.108,11.658,13.142,1092.3,1067.905,1044.225,3.0395,5.3933,7.7833
2004-01-06,1122,0.1786,1.172,1.036,1.286,1.286,2.606,2.653,2.606,2.677,2.771,2.912,4.13,4.372,4.982,4.469,4.64,5.774,5.799,4.958,5.625,9.091,13.94,26.46,0.6835,0.8509,0.8386,0.3094,10.375,14.625,24.375,41.125,57.25,94.875,163.5,0.672,1.15,1.524,2.114,2.574,3.75,7.304,11.538,12.934,1089.475,1065.995,1042.8475,2.9854,5.2538,7.59
2004-01-05,1120,0.9919,0.8555,1.106,1.106,2.423,2.47,2.423,2.494,2.588,2.729,3.944,4.186,4.795,4.283,4.453,5.586,5.611,4.771,5.437,4.722,8.685,13.13,27.89,0.8343,0.9533,0.7698,0.3104,13.625,12.375,22.5,39.375,56.25,93.875,162.5,0.738,1.194,1.464,1.848,2.566,3.504,7.664,11.98,13.348,1086.4875,1064.125,1041.475,3.0845,5.2508,7.5398
2004-01-02,1109,-0.1351,0.1128,0.1128,1.418,1.464,1.418,1.487,1.58,1.72,2.923,3.163,3.766,3.259,3.427,4.549,4.573,3.742,4.401,3.693,4.132,6.277,13.02,26.96,0.6759,0.8741,0.7733,0.3224,10.625,15.375,22.375,39.375,54.5,92.125,160.75,0.586,1.174,1.542,1.788,1.994,3.574,7.53,12.064,14.126,1083.9625,1062.335,1040.175,2.3098,4.3927,6.6167
2003-12-31,1110.5,0.2482,0.2482,1.555,1.601,1.555,1.624,1.717,1.857,3.063,3.302,3.906,3.399,3.567,4.69,4.715,3.882,4.542,3.834,4.272,4.077,6.242,13.55,28.05,0.767,0.8042,0.8489,0.3461,5.375,11.75,23.5,39,49.625,89.125,157.75,0.54,1.224,1.274,1.716,1.856,3.672,8.022,12.122,14.12,1081.7625,1061.025,1038.8975,2.6565,4.6629,6.8922
2003-12-30,1107.75,0,1.303,1.35,1.303,1.373,1.466,1.605,2.807,3.046,3.649,3.142,3.311,4.431,4.455,3.625,4.283,3.576,4.014,3.819,3.625,6.745,13.67,28.51,0.7464,0.8892,0.8193,0.3581,10.125,11.875,22.75,39.625,48.25,88.25,156.875,0.474,1.168,1.234,1.778,1.844,3.778,8.036,12.52,13.956,1079.5875,1059.72,1037.5725,2.6086,4.5323,6.7636
2003-12-29,1107.75,1.303,1.35,1.303,1.373,1.466,1.605,2.807,3.046,3.649,3.142,3.311,4.431,4.455,3.625,4.283,3.576,4.014,3.819,3.625,4.727,5.575,14.79,32.78,0.939,0.659,0.8012,0.3543,10.375,11.5,26.875,32,45.25,93.375,170.25,0.45,1.112,1.342,1.686,1.76,3.694,9.48,13.118,14.28,1077.65,1058.32,1036.24,2.7931,4.6706,6.9009
2003-12-26,1093.5,0.04575,0,0.06863,0.1603,0.2981,1.485,1.721,2.316,1.816,1.982,3.087,3.112,2.292,2.942,2.244,2.676,2.484,2.292,3.38,3.478,4.691,13.97,31.23,0.9274,0.6514,0.83,0.3638,5.125,11.375,20.125,25.625,39.125,89,165.875,0.444,0.95,0.962,1.392,1.722,3.58,9.226,12.75,14.392,1075.15,1057.15,1034.8125,1.7067,3.4385,5.6713
2003-12-24,1093,-0.04572,0.02288,0.1145,0.2522,1.438,1.674,2.269,1.769,1.935,3.04,3.065,2.245,2.895,2.197,2.629,2.437,2.245,3.332,3.43,3.774,4.344,11.5,35.65,0.9478,0.5591,0.7851,0.3427,5.625,9.375,25.125,31.75,41.375,85.375,175.125,0.678,0.93,1.108,1.414,1.736,3.248,10.636,12.84,15.018,1073.3125,1056.17,1033.4725,1.8343,3.4871,5.76
2003-12-23,1093.5,0.06863,0.1603,0.2981,1.485,1.721,2.316,1.816,1.982,3.087,3.112,2.292,2.942,2.244,2.676,2.484,2.292,3.38,3.478,3.822,4.192,4.691,11.64,36.65,0.7421,0.8943,0.7286,0.3539,9,15.5,31.125,34.875,41.625,84.625,182.875,0.738,0.916,1.122,1.266,1.818,3.212,10.538,12.502,14.362,1071.325,1055.26,1032.345,2.0699,3.6238,5.9239
2003-12-22,1092.75,0.0916,0.2293,1.415,1.651,2.246,1.746,1.912,3.017,3.041,2.222,2.871,2.174,2.606,2.413,2.222,3.309,3.407,3.75,4.121,5.452,5.022,10.46,35.28,0.5518,0.803,0.7518,0.3372,8,16.25,31.5,39.5,47.5,82.875,181.5,0.748,0.858,1.01,1.422,1.992,2.728,10.42,13.592,14.054,1069.125,1054.28,1031.205,2.2098,3.6489,5.9683
2003-12-19,1091.75,0.1376,1.322,1.558,2.152,1.653,1.819,2.923,2.947,2.128,2.777,2.08,2.512,2.32,2.128,3.214,3.312,3.655,4.026,5.356,5.79,5.128,10.67,31.77,0.2146,0.8308,0.7932,0.3292,8.875,13.25,23.5,41.625,55.125,82.5,181.125,0.642,0.722,1.11,1.398,1.924,3.006,9.528,13.232,13.122,1066.3,1053.235,1030.17,2.3868,3.6568,5.9777
2003-12-18,1090.25,1.183,1.419,2.012,1.513,1.679,2.781,2.805,1.988,2.636,1.94,2.371,2.179,1.988,3.073,3.17,3.513,3.883,5.211,5.644,4.731,5.338,10.24,32.67,0.6339,0.943,0.7391,0.2912,10.75,21.5,22.375,40.875,54.375,79,180.375,0.562,0.702,1.1,1.164,2.004,3.226,10.1,13.946,13.286,1063.3125,1052.17,1029.1175,2.5334,3.6192,5.9403
2003-12-17,1077.5,0.2326,0.8187,0.3259,0.4896,1.579,1.603,0.7951,1.436,0.748,1.174,0.9841,0.7951,1.867,1.964,2.302,2.668,3.981,4.409,3.506,4.333,3.88,8.4,29.9,0.2925,0.6691,0.7704,0.2551,8,17,25.375,40.625,54.125,78.75,180.125,0.456,0.428,1.02,1.194,1.576,3.122,9.944,14.12,13.874,1060.85,1051.065,1028.105,1.5695,2.5151,4.8045
2003-12-16,1075,0.5848,0.09311,0.2565,1.343,1.367,0.5613,1.2,0.5143,0.939,0.7498,0.5613,1.631,1.727,2.065,2.43,3.739,4.167,3.266,4.091,3.019,4.016,7.85,30.74,0.5649,0.8272,0.7321,0.2757,15.625,19.375,26.875,39,54.125,78.75,180.125,0.45,0.638,0.964,0.82,1.504,3.142,9.91,13.822,14.246,1058.6125,1050.26,1027.27,1.548,2.3556,4.6463
2003-12-15,1068.75,-0.4888,-0.3264,0.7542,0.7779,-0.02339,0.6119,-0.07013,0.3521,0.164,-0.02339,1.04,1.136,1.472,1.834,3.136,3.561,2.666,3.486,2.42,1.883,3.914,9.028,27.92,0.8249,0.868,0.7188,0.2768,15.25,22.125,26.875,38.75,54.125,78.75,180.125,0.45,0.454,0.924,1.05,1.344,3.522,9.106,13.668,14.272,1057.0375,1049.43,1026.4875,1.108,1.841,4.1172
2003-12-12,1074,0.1632,1.249,1.273,0.4677,1.106,0.4208,0.8451,0.656,0.4677,1.536,1.632,1.97,2.334,3.643,4.07,3.17,3.994,2.923,2.383,1.512,5.346,8.76,27.7,0.597,0.9088,0.7003,0.2769,11.375,17.75,20.25,28,46.5,71.125,172.5,0.468,0.842,0.996,1.048,1.47,3.582,8.794,13.068,13.934,1056.05,1048.625,1025.6025,1.6997,2.4198,4.7189
2003-12-11,1072.25,1.084,1.108,0.304,0.9414,0.2571,0.6808,0.492,0.304,1.371,1.467,1.804,2.168,3.474,3.9,3.002,3.825,2.755,2.216,1.347,1.443,5.484,8.665,27.92,0.7253,0.9905,0.8002,0.3037,12.375,18,20.75,27.625,46.125,73.125,172.125,0.422,0.798,0.844,0.912,1.598,3.694,8.83,13.336,13.38,1055.25,1047.535,1024.7375,1.611,2.3593,4.6366
2003-12-10,1060.75,0.02357,-0.7718,-0.1412,-0.8181,-0.3991,-0.5858,-0.7718,0.2836,0.3785,0.7121,1.072,2.364,2.786,1.897,2.711,1.653,1.12,0.2599,0.3548,1.434,6.715,8.461,28.15,0.344,0.9348,0.6702,0.3284,12,15.75,23.375,30.5,46.125,81.375,172.125,0.356,0.948,0.992,0.842,1.676,3.268,8.378,13.532,13.352,1054.4875,1046.42,1023.8825,0.5939,1.3694,3.6008
2003-12-09,1060.5,-0.7951,-0.1647,-0.8415,-0.4225,-0.6092,-0.7951,0.26,0.3549,0.6884,1.048,2.34,2.762,1.873,2.687,1.629,1.096,0.2363,0.3311,1.41,1.362,5.601,7.067,26.29,0.1878,0.8875,0.7147,0.3141,12.875,13,20.125,30.5,46.125,85,172.125,0.324,0.92,1.12,0.56,1.746,3.1,8.126,12.476,13.92,1053.7375,1045.085,1023.055,0.6418,1.475,3.6601
2003-12-08,1069,0.6354,-0.04675,0.3756,0.1874,0,1.064,1.159,1.495,1.858,3.16,3.585,2.69,3.51,2.444,1.907,1.04,1.135,2.223,2.174,1.761,7.491,8.998,28.41,-0.0212,0.9544,0.656,0.3008,10.5,11.625,25.875,36.5,46.125,85,172.125,0.352,1.002,0.83,1.024,1.926,3.306,8.61,13.214,12.394,1053.025,1043.96,1022.355,1.5171,2.3986,4.5625
2003-12-05,1062.25,-0.6779,-0.2582,-0.4452,-0.6314,0.4254,0.5205,0.8545,1.215,2.509,2.931,2.041,2.856,1.797,1.263,0.4017,0.4967,1.578,1.529,1.118,0.3543,6.464,6.759,25.38,-0.2072,0.8591,0.7697,0.3149,8.5,10.5,24.25,38.75,44.125,85,172.125,0.528,0.982,1.206,0.988,1.852,3.062,7.96,13.238,11.766,1052.1,1042.47,1021.4725,0.9647,1.8974,3.992
